epoch,train_loss,val_loss,train_acc,val_acc
1,3.8091611678783712,43.40136268420722,0.12224958347208455,0.14057507987220447
2,2.7115024590230252,5.898980587816086,0.20998929203539105,0.31629392971246006
3,1.7236525075776237,7.733559267208599,0.36251752307781804,0.6038338658146964
4,1.1498146251990244,13.517350890004217,0.5153083974843496,0.7859424920127795
5,0.8633268593431829,12.721803138336053,0.632227571455987,0.8466453674121406
6,0.7030723337288741,21.46260804671068,0.6760894842855223,0.8817891373801917
7,0.570021104558811,29.745914221190798,0.7433289138825385,0.9329073482428115
8,0.5464607036703235,14.173578867920861,0.7820483966843113,0.9233226837060703
9,0.4699863034126523,6.603766553258648,0.8085197138262319,0.9361022364217252
10,0.3390649578093991,13.888818347570709,0.8519479010131333,0.9456869009584664
11,0.33211657325583666,58.85263436454268,0.8560443297847287,0.939297124600639
12,0.39268748216576627,31.31131202681139,0.83250227865282,0.9488817891373802
