epoch,train_loss,val_loss,train_acc,val_acc
1,2.8560014026505605,18880899796279.41,0.2944462521278023,0.5463258785942492
2,1.2554911227671655,4428725788214399.5,0.5936499111927472,0.7603833865814696
3,1.01960527913256,3404188423986639.5,0.6723687252500555,0.7571884984025559
4,0.8370766703162219,84132693527.8949,0.7350005301145407,0.9009584664536742
5,0.6498629757008709,829148337162.0367,0.7638859306717967,0.9009584664536742
6,0.5926281328998751,16619312916709.115,0.7860221414120643,0.9488817891373802
7,0.45743823232599995,25556565338864.562,0.8434027453045269,0.9552715654952076
8,0.48865506061158337,2231509197820.7773,0.8206628606869624,0.9552715654952076
9,0.4157931082523786,0.07080488704359189,0.849328305040087,0.9424920127795527
10,0.3258015868601973,3281845231.684263,0.8733546671631572,0.9680511182108626
11,0.3279413928669253,1803872902409.0288,0.879775827402597,0.9712460063897763
12,0.33034826589205846,412624734.0891856,0.8794738018250727,0.9712460063897763
13,0.32548007192435563,6097317.967138627,0.8804923381124224,0.9552715654952076
14,0.2906145641598134,4528469208.394587,0.9040946891674628,0.9776357827476039
15,0.20337554208350953,174345209365.29745,0.9195490996916216,0.9744408945686901
16,0.21638951636978762,743210020242.4224,0.9168712129959693,0.9808306709265175
17,0.27009906618443963,15311705361.201265,0.90217763873247,0.9648562300319489
18,0.21102293156878,691359887.9631144,0.930890978037656,0.987220447284345
19,0.2537785220042429,2522300.3317757766,0.8998525735441145,0.987220447284345
