epoch,train_loss,val_loss,train_acc,val_acc
1,3.2356616468219968,9.520403218726381,0.17632809883126846,0.29073482428115016
2,1.7960726428817917,21.710340731441022,0.38728213948862894,0.7220447284345048
3,1.1245536496351054,14.52733000734458,0.6036849460759006,0.853035143769968
4,0.7662167917568605,4.681414199725222,0.7139554298841037,0.9137380191693291
5,0.5569496332452848,2.490422397728462,0.7889739238953852,0.9297124600638977
6,0.5710458802110464,0.61794036741669,0.8039959259740599,0.939297124600639
7,0.4383787130860223,0.14376313659472587,0.841299770297585,0.939297124600639
8,0.46670120746756977,0.07823805177744966,0.837500355400882,0.9329073482428115
9,0.43216100517291944,0.07888604760037575,0.8390898809328184,0.9488817891373802
10,0.32953798236161636,0.0763750333850757,0.8802173137664795,0.9233226837060703
11,0.3420974773119439,0.03967714038552544,0.88067617390182,0.9680511182108626
12,0.3795493791854664,0.06162034717653268,0.8723466307907314,0.9648562300319489
13,0.35546857833729256,0.178683057029437,0.880497660610702,0.9584664536741214
14,0.35794201627332756,0.11923502692684959,0.8796283006668091,0.9361022364217252
15,0.21212925614052258,0.2062891583782606,0.9269504409569961,0.9552715654952076
16,0.2672971253261574,0.07550948470259627,0.9122192407702352,0.9584664536741214
17,0.3147947328244489,0.2107572299919237,0.8959038779958264,0.9648562300319489
18,0.2773767374017772,0.3306268632899934,0.9114770856532421,0.9584664536741214
19,0.37189056330096937,0.293387366732517,0.8735184823418711,0.9680511182108626
20,0.2645597205507559,0.12014688336001798,0.9092014297679231,0.9712460063897763
21,0.2510612667640569,0.06660697026291308,0.9185200458044535,0.9808306709265175
