epoch,train_loss,val_loss,train_acc,val_acc
1,3.545742257610782,2.2977095507204344,0.2097363876278318,0.34185303514376997
2,2.0858522195082445,2.7228804845779466,0.4568923367903783,0.6549520766773163
3,1.4127482595024528,1.8654224725957878,0.6482179055174628,0.8210862619808307
4,1.080685542834984,1.76748674079633,0.7754519149497315,0.8913738019169329
5,1.0288800525141286,1.3351113560100714,0.7981414568948222,0.9073482428115016
6,0.9450440249600254,1.1385755470385566,0.8308396804463732,0.9137380191693291
7,0.8726820199044196,1.0556605224030466,0.8614868623214763,0.9488817891373802
8,0.8767778015398717,3.0672794070106724,0.8569369404525548,0.939297124600639
9,0.8566981147933792,1.5047152149029814,0.8704556871901502,0.9648562300319489
10,0.8188109162089588,0.790097219494585,0.8919739503781874,0.9776357827476039
11,0.8064285523288852,0.7462650882169461,0.8943973527504847,0.9744408945686901
12,0.8161425577415214,0.7297398720305568,0.899984312581492,0.9840255591054313
13,0.7959053162690047,0.71517929634728,0.9082271397768796,0.987220447284345
14,0.7996932962438562,0.8111291866713819,0.9084370846931751,0.9840255591054313
15,0.695656181036771,0.7107829868603057,0.9418108044089851,0.9808306709265175
16,0.7313285555158343,0.7181835507813353,0.9225786328315735,0.9744408945686901
17,0.7933098241523072,0.7168862709222129,0.8994952924958952,0.9808306709265175
18,0.7250096938767276,1.312613151705684,0.9307869184803177,0.9808306709265175
19,0.7867118496816237,0.7036268930084789,0.902612668472332,0.9840255591054313
20,0.7098900322075729,0.7318761360150176,0.9345817693642208,0.9776357827476039
21,0.7061921512032603,0.7011382431267931,0.9346173117448996,0.9904153354632588
22,0.6928558795006721,0.7041951893998412,0.9422461550969344,0.987220447284345
23,0.7627210492616171,0.7131115537101087,0.9182079126546671,0.9808306709265175
24,0.6877863115661746,0.6961504167642075,0.9481728502682277,0.9904153354632588
25,0.7675535020592449,0.7012384379633699,0.9171796257679279,0.987220447284345
26,0.6814127151782696,0.695859046028064,0.9395547722067151,0.9904153354632588
27,0.701717863371084,0.6955931723689119,0.9427378983288021,0.987220447284345
28,0.7533797199254507,0.6977579334673409,0.9216561710441505,0.987220447284345
29,0.6940653212777861,0.6986705822685656,0.9476283500482748,0.9840255591054313
30,0.7233847487758804,0.6989620916378765,0.9282375531537193,0.987220447284345
